epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.17330126464366913,11.429600715637207,1e-04,0.15498991310596466,6.624220848083496
1,0.27251848578453064,4.551358699798584,1e-04,0.3251008093357086,3.4471895694732666
2,0.36132773756980896,3.032066583633423,1e-04,0.36113908886909485,2.7565577030181885
3,0.40617209672927856,2.574918746948242,1e-04,0.3646673262119293,2.5833911895751953
4,0.4378102719783783,2.3422884941101074,1e-04,0.4624495804309845,2.277360677719116
5,0.45713621377944946,2.2120747566223145,1e-04,0.46471771597862244,2.190093994140625
6,0.46839454770088196,2.12172794342041,1e-04,0.47454634308815,2.0988035202026367
7,0.47633862495422363,2.052678346633911,1e-04,0.46875,2.0780253410339355
8,0.4801253080368042,2.0053765773773193,1e-04,0.5025201439857483,1.990327000617981
9,0.487255334854126,1.969779133796692,1e-04,0.49294352531433105,1.9550750255584717
10,0.4880257546901703,1.9563188552856445,1e-04,0.4810987710952759,1.9779497385025024
11,0.4914127290248871,1.930142879486084,1e-04,0.49193546175956726,1.9528844356536865
12,0.49430543184280396,1.908705711364746,1e-04,0.4821068346500397,1.971974492073059
13,0.497212678194046,1.8969371318817139,1e-04,0.4707661271095276,1.9773762226104736
14,0.49601343274116516,1.8763504028320312,1e-04,0.5153729915618896,1.878022313117981
15,0.49969837069511414,1.8648011684417725,1e-04,0.48916327953338623,1.905942440032959
16,0.5005196928977966,1.8531304597854614,1e-04,0.5110886693000793,1.871689796447754
17,0.5045971274375916,1.8361084461212158,1e-04,0.4868951439857483,1.9137226343154907
18,0.5040447115898132,1.8343143463134766,1e-04,0.5,1.8600505590438843
19,0.5066176652908325,1.8155468702316284,1e-04,0.4702620804309845,1.963121771812439
20,0.5053384304046631,1.805888295173645,1e-04,0.49495965242385864,1.8654582500457764
21,0.5039647817611694,1.8001649379730225,1e-04,0.49873989820480347,1.8580515384674072
22,0.5090742707252502,1.7971668243408203,1e-04,0.49017134308815,1.8569221496582031
23,0.5076642632484436,1.7827740907669067,1e-04,0.4931955635547638,1.8508024215698242
24,0.5096993446350098,1.772817611694336,1e-04,0.4896673262119293,1.858251929283142
25,0.5073153972625732,1.7663512229919434,1e-04,0.4931955635547638,1.8311004638671875
26,0.508143961429596,1.7609230279922485,1e-04,0.5143648982048035,1.798743724822998
27,0.507620632648468,1.7488764524459839,1e-04,0.46068546175956726,1.918587327003479
28,0.5099754929542542,1.7364189624786377,1e-04,0.46950602531433105,1.894463300704956
29,0.5105932950973511,1.7370997667312622,1e-04,0.518649160861969,1.7629289627075195
30,0.5120978355407715,1.7313694953918457,1e-04,0.5073084235191345,1.7761019468307495
31,0.5121268630027771,1.7170138359069824,1e-04,0.5070564150810242,1.7791469097137451
32,0.5106950402259827,1.7128163576126099,1e-04,0.5176411271095276,1.7440032958984375
33,0.5126938223838806,1.7023354768753052,1e-04,0.4828628897666931,1.790682077407837
34,0.5132898092269897,1.700060248374939,1e-04,0.5,1.7674157619476318
35,0.5126283764839172,1.6877089738845825,1e-04,0.5234375,1.7215170860290527
36,0.5165749788284302,1.6834884881973267,1e-04,0.5378023982048035,1.7187103033065796
37,0.5175997614860535,1.6782255172729492,1e-04,0.53125,1.7005016803741455
38,0.5161534547805786,1.6694422960281372,1e-04,0.4672378897666931,1.776017665863037
39,0.5162188410758972,1.6660031080245972,1e-04,0.5078125,1.7442854642868042
40,0.5154048204421997,1.6639710664749146,1e-04,0.5309979915618896,1.6809444427490234
41,0.5194677114486694,1.6541081666946411,1e-04,0.44808465242385864,1.8284014463424683
42,0.5201654434204102,1.6493520736694336,1e-04,0.5171371102333069,1.6816115379333496
43,0.5167203545570374,1.6406747102737427,1e-04,0.49193546175956726,1.7481743097305298
44,0.5199982523918152,1.6311619281768799,1e-04,0.4896673262119293,1.729268193244934
45,0.5186536908149719,1.6287541389465332,1e-04,0.524193525314331,1.695825219154358
46,0.5227746963500977,1.6256245374679565,1e-04,0.5383064150810242,1.6380040645599365
47,0.5175125598907471,1.6218100786209106,1e-04,0.5277217626571655,1.6582083702087402
48,0.5193586945533752,1.6127108335494995,1e-04,0.4889112710952759,1.708186149597168
49,0.519438624382019,1.6039241552352905,1e-04,0.5090725421905518,1.6647202968597412
50,0.520150899887085,1.6045448780059814,1e-04,0.5335181355476379,1.6337971687316895
51,0.520187258720398,1.5981919765472412,1e-04,0.49294352531433105,1.711851716041565
52,0.5204416513442993,1.5957623720169067,1e-04,0.5269657373428345,1.6100631952285767
53,0.5187990069389343,1.5898581743240356,1e-04,0.5383064150810242,1.6369527578353882
54,0.5212774276733398,1.5841323137283325,1e-04,0.5045362710952759,1.6585901975631714
55,0.5209212899208069,1.5834691524505615,1e-04,0.5191532373428345,1.6327013969421387
56,0.5195476412773132,1.5790067911148071,1e-04,0.49798384308815,1.7039273977279663
57,0.5206815004348755,1.5771420001983643,1e-04,0.5057963728904724,1.6546586751937866
58,0.521648108959198,1.575034737586975,1e-04,0.46673384308815,1.708466649055481
59,0.5219679474830627,1.5705844163894653,1e-04,0.5360382795333862,1.607288122177124
60,0.5233997702598572,1.5654983520507812,1e-04,0.5246975421905518,1.622602105140686
61,0.523799479007721,1.5641955137252808,1e-04,0.4974798262119293,1.6383986473083496
62,0.5239157676696777,1.5618488788604736,1e-04,0.5153729915618896,1.6236575841903687
63,0.52325439453125,1.5597538948059082,1e-04,0.5022681355476379,1.67006516456604
64,0.5219243168830872,1.5537970066070557,1e-04,0.5153729915618896,1.6232538223266602
65,0.5249624252319336,1.5485985279083252,1e-04,0.4962197542190552,1.6621739864349365
66,0.5231090188026428,1.5475558042526245,1e-04,0.5141128897666931,1.6286251544952393
67,0.5393968820571899,1.476143479347229,5e-05,0.5451108813285828,1.5120347738265991
68,0.5440848469734192,1.433872103691101,5e-05,0.5524193644523621,1.482588291168213
69,0.546185314655304,1.4192663431167603,5e-05,0.5385584235191345,1.4981523752212524
70,0.5478642582893372,1.4032444953918457,5e-05,0.5451108813285828,1.4574553966522217
71,0.5476316809654236,1.3959318399429321,5e-05,0.5425907373428345,1.448714256286621
72,0.5452259182929993,1.392250418663025,5e-05,0.5287297964096069,1.496455430984497
73,0.5494778156280518,1.385227918624878,5e-05,0.5269657373428345,1.4646042585372925
74,0.5479151606559753,1.382412314414978,5e-05,0.5362902879714966,1.4767473936080933
75,0.5484094023704529,1.3804340362548828,5e-05,0.5330141186714172,1.4567456245422363
76,0.5466068983078003,1.377568006515503,5e-05,0.5451108813285828,1.443848967552185
77,0.5455384850502014,1.378105640411377,5e-05,0.5446068644523621,1.4461554288864136
78,0.5477334260940552,1.3727900981903076,5e-05,0.5367943644523621,1.4543001651763916
79,0.5507569909095764,1.369251012802124,5e-05,0.5287297964096069,1.4692591428756714
80,0.5496376752853394,1.374495267868042,5e-05,0.5126007795333862,1.5150115489959717
81,0.552842915058136,1.370409607887268,5e-05,0.5418346524238586,1.4700955152511597
82,0.5521233677864075,1.3693290948867798,5e-05,0.5403225421905518,1.452009916305542
83,0.551120400428772,1.3664367198944092,5e-05,0.5516632795333862,1.4170639514923096
84,0.5521815419197083,1.3627049922943115,5e-05,0.5060483813285828,1.5100460052490234
85,0.5534970760345459,1.3612511157989502,5e-05,0.5418346524238586,1.4169920682907104
86,0.5499792695045471,1.3643525838851929,5e-05,0.5647681355476379,1.407236099243164
87,0.5483730435371399,1.3644496202468872,5e-05,0.5539314150810242,1.4328722953796387
88,0.5526975989341736,1.3625482320785522,5e-05,0.5294858813285828,1.4789983034133911
89,0.5511276721954346,1.3617043495178223,5e-05,0.5461189150810242,1.418844223022461
90,0.5517091155052185,1.3572732210159302,5e-05,0.5229334235191345,1.4779833555221558
